admin_unit_code,sub_unit_code,site_name,plot_name,location_type,year,date,start_time,end_time,observer,visit,interval_length,id_method,distance,flyover_observed,sex,common_name,scientific_name,acceptedtsn,npstaxoncode,aou_code,pif_watchlist_status,regional_stewardship_status,temperature,humidity,sky,wind,disturbance,initial_three_min_cnt,habitat_type,taxoncode,previously_obs
Anti,,Anti 1,Anti-0036,Forest,2018,2018-05-22,06:19:00,06:29:00,Elizabeth Oswald,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0036,Forest,2018,2018-05-22,06:19:00,06:29:00,Elizabeth Oswald,1,7.5 - 10 Min,Visualization,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile Carolinensis,554383.0,265876.0,Cach,False,True,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0036,Forest,2018,2018-05-22,06:19:00,06:29:00,Elizabeth Oswald,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus Virens,178359.0,85846.0,Eawp,False,True,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0036,Forest,2018,2018-05-22,06:19:00,06:29:00,Elizabeth Oswald,1,2.5 - 5 Min,Calling,50 - 100 Meters,False,Undetermined,American Crow,Corvus Brachyrhynchos,179731.0,87106.0,Amcr,False,False,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0036,Forest,2018,2018-05-22,06:19:00,06:29:00,Elizabeth Oswald,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0036,Forest,2018,2018-05-22,06:19:00,06:29:00,Elizabeth Oswald,1,2.5 - 5 Min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0036,Forest,2018,2018-05-22,06:19:00,06:29:00,Elizabeth Oswald,1,7.5 - 10 Min,Singing,<= 50 Meters,False,Undetermined,Yellow Warbler,Setophaga Petechia,950039.0,773778.0,Yewa,False,False,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0036,Forest,2018,2018-05-22,06:19:00,06:29:00,Elizabeth Oswald,1,2.5 - 5 Min,Visualization,<= 50 Meters,False,Undetermined,Mourning Dove,Zenaida Macroura,177125.0,82737.0,Modo,False,False,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0036,Forest,2018,2018-05-22,06:19:00,06:29:00,Elizabeth Oswald,1,2.5 - 5 Min,Singing,<= 50 Meters,False,Undetermined,Field Sparrow,Spizella Pusilla,179443.0,84790.0,Fisp,False,True,19.8999996185303,79.4000015258789,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,5 - 7.5 Min,Calling,50 - 100 Meters,False,Undetermined,Red-Bellied Woodpecker,Melanerpes Carolinus,178195.0,84865.0,Rbwo,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,7.5 - 10 Min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Eastern Bluebird,Sialia Sialis,179801.0,87184.0,Eabl,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 Min,Calling,<= 50 Meters,False,Undetermined,Downy Woodpecker,Picoides Pubescens,178259.0,84936.0,Dowo,False,True,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,Chsp,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,2.5 - 5 Min,Singing,<= 50 Meters,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 Min,Calling,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,7.5 - 10 Min,Singing,<= 50 Meters,False,Undetermined,Baltimore Oriole,Icterus Galbula,179083.0,93655.0,Baor,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0082,Forest,2018,2018-05-22,06:02:00,06:12:00,Kimberly Serno,1,2.5 - 5 Min,Calling,50 - 100 Meters,False,Undetermined,Great Crested Flycatcher,Myiarchus Crinitus,178309.0,85791.0,Gcfl,False,False,20.7999992370605,72.1999969482422,Cloudy/Overcast,Calm (< 1 Mph) Smoke Rises Vertically,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus Virens,178359.0,85846.0,Eawp,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,7.5 - 10 Min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella Pusilla,179443.0,84790.0,Fisp,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,2.5 - 5 Min,Singing,<= 50 Meters,False,Undetermined,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,0-2.5 Min,Calling,50 - 100 Meters,False,Undetermined,Mourning Dove,Zenaida Macroura,177125.0,82737.0,Modo,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,7.5 - 10 Min,Singing,<= 50 Meters,False,Undetermined,Field Sparrow,Spizella Pusilla,179443.0,84790.0,Fisp,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,7.5 - 10 Min,Singing,50 - 100 Meters,False,Undetermined,Chipping Sparrow,Spizella Passerina,179435.0,84781.0,Chsp,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,5 - 7.5 Min,Singing,<= 50 Meters,False,Undetermined,Eastern Towhee,Pipilo Erythrophthalmus,179276.0,83803.0,Eato,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella Pusilla,179443.0,84790.0,Fisp,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,5 - 7.5 Min,Calling,<= 50 Meters,False,Undetermined,Blue-Gray Gnatcatcher,Polioptila Caerulea,179853.0,88038.0,Bggn,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,2.5 - 5 Min,Calling,<= 50 Meters,False,Undetermined,Carolina Chickadee,Poecile Carolinensis,554383.0,265876.0,Cach,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,5 - 7.5 Min,Calling,<= 50 Meters,False,Undetermined,Cedar Waxwing,Bombycilla Cedrorum,178532.0,88296.0,Cedw,False,False,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0078,Forest,2018,2018-05-22,07:21:00,07:31:00,Kimberly Serno,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Undetermined,Eastern Towhee,Pipilo Erythrophthalmus,179276.0,83803.0,Eato,False,True,21.7000007629395,75.8000030517578,Mist/Drizzle,Light Air Movement (1-3 Mph) Smoke Drifts,No Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0025,Forest,2018,2018-05-23,08:28:00,08:38:00,Elizabeth Oswald,1,0-2.5 Min,Calling,50 - 100 Meters,False,Undetermined,Blue Jay,Cyanocitta Cristata,179680.0,86252.0,Blja,False,False,28.5,66.0,Partly Cloudy,Light Breeze (4-7 Mph) Wind Felt On Face,Moderate Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0025,Forest,2018,2018-05-23,08:28:00,08:38:00,Elizabeth Oswald,1,7.5 - 10 Min,Visualization,<= 50 Meters,False,Undetermined,Eastern Bluebird,Sialia Sialis,179801.0,87184.0,Eabl,False,False,28.5,66.0,Partly Cloudy,Light Breeze (4-7 Mph) Wind Felt On Face,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0025,Forest,2018,2018-05-23,08:28:00,08:38:00,Elizabeth Oswald,1,0-2.5 Min,Calling,50 - 100 Meters,False,Undetermined,American Goldfinch,Spinus Tristis,179236.0,95300.0,Amgo,False,False,28.5,66.0,Partly Cloudy,Light Breeze (4-7 Mph) Wind Felt On Face,Moderate Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0025,Forest,2018,2018-05-23,08:28:00,08:38:00,Elizabeth Oswald,1,0-2.5 Min,Visualization,50 - 100 Meters,True,Undetermined,Cedar Waxwing,Bombycilla Cedrorum,178532.0,88296.0,Cedw,False,False,28.5,66.0,Partly Cloudy,Light Breeze (4-7 Mph) Wind Felt On Face,Moderate Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0025,Forest,2018,2018-05-23,08:28:00,08:38:00,Elizabeth Oswald,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella Pusilla,179443.0,84790.0,Fisp,False,True,28.5,66.0,Partly Cloudy,Light Breeze (4-7 Mph) Wind Felt On Face,Moderate Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0025,Forest,2018,2018-05-23,08:28:00,08:38:00,Elizabeth Oswald,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Undetermined,Indigo Bunting,Passerina Cyanea,179150.0,94257.0,Inbu,False,True,28.5,66.0,Partly Cloudy,Light Breeze (4-7 Mph) Wind Felt On Face,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0025,Forest,2018,2018-05-23,08:28:00,08:38:00,Elizabeth Oswald,1,5 - 7.5 Min,Visualization,50 - 100 Meters,True,Undetermined,Red-Winged Blackbird,Agelaius Phoeniceus,179045.0,93613.0,Rwbl,False,False,28.5,66.0,Partly Cloudy,Light Breeze (4-7 Mph) Wind Felt On Face,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0025,Forest,2018,2018-05-23,08:28:00,08:38:00,Elizabeth Oswald,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Undetermined,Northern Mockingbird,Mimus Polyglottos,178620.0,88394.0,Nomo,False,False,28.5,66.0,Partly Cloudy,Light Breeze (4-7 Mph) Wind Felt On Face,Moderate Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,0-2.5 Min,Calling,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,5 - 7.5 Min,Singing,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,7.5 - 10 Min,Visualization,<= 50 Meters,False,Male,Pileated Woodpecker,Dryocopus Pileatus,178166.0,84833.0,Piwo,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,7.5 - 10 Min,Visualization,<= 50 Meters,False,Undetermined,Pileated Woodpecker,Dryocopus Pileatus,178166.0,84833.0,Piwo,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,0-2.5 Min,Calling,<= 50 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,5 - 7.5 Min,Visualization,<= 50 Meters,False,Undetermined,Brown-Headed Cowbird,Molothrus Ater,179112.0,94215.0,Bhco,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,5 - 7.5 Min,Singing,50 - 100 Meters,False,Undetermined,Field Sparrow,Spizella Pusilla,179443.0,84790.0,Fisp,False,True,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,2.5 - 5 Min,Singing,50 - 100 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,5 - 7.5 Min,Singing,50 - 100 Meters,False,Undetermined,Eastern Wood-Pewee,Contopus Virens,178359.0,85846.0,Eawp,False,True,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Cedar Waxwing,Bombycilla Cedrorum,178532.0,88296.0,Cedw,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,0-2.5 Min,Calling,<= 50 Meters,False,Undetermined,Blue-Gray Gnatcatcher,Polioptila Caerulea,179853.0,88038.0,Bggn,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0052,Forest,2018,2018-05-23,09:26:00,09:36:00,Elizabeth Oswald,1,5 - 7.5 Min,Visualization,<= 50 Meters,False,Male,Brown-Headed Cowbird,Molothrus Ater,179112.0,94215.0,Bhco,False,False,27.5,62.9000015258789,Partly Cloudy,Light Air Movement (1-3 Mph) Smoke Drifts,Moderate Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0072,Forest,2018,2018-05-23,10:01:00,10:11:00,Elizabeth Oswald,1,0-2.5 Min,Singing,<= 50 Meters,False,Undetermined,Cedar Waxwing,Bombycilla Cedrorum,178532.0,88296.0,Cedw,False,False,26.1000003814697,61.2000007629395,Clear Or Few Clouds,Light Breeze (4-7 Mph) Wind Felt On Face,Slight Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0072,Forest,2018,2018-05-23,10:01:00,10:11:00,Elizabeth Oswald,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Carolina Wren,Thryothorus Ludovicianus,178581.0,88350.0,Carw,False,False,26.1000003814697,61.2000007629395,Clear Or Few Clouds,Light Breeze (4-7 Mph) Wind Felt On Face,Slight Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0072,Forest,2018,2018-05-23,10:01:00,10:11:00,Elizabeth Oswald,1,5 - 7.5 Min,Singing,50 - 100 Meters,False,Undetermined,Carolina Chickadee,Poecile Carolinensis,554383.0,265876.0,Cach,False,True,26.1000003814697,61.2000007629395,Clear Or Few Clouds,Light Breeze (4-7 Mph) Wind Felt On Face,Slight Effect On Count,False,Forest,,
Anti,,Anti 1,Anti-0072,Forest,2018,2018-05-23,10:01:00,10:11:00,Elizabeth Oswald,1,0-2.5 Min,Calling,<= 50 Meters,False,Undetermined,Eastern Tufted Titmouse,Baeolophus Bicolor,554138.0,266957.0,Etti,False,False,26.1000003814697,61.2000007629395,Clear Or Few Clouds,Light Breeze (4-7 Mph) Wind Felt On Face,Slight Effect On Count,True,Forest,,
Anti,,Anti 1,Anti-0072,Forest,2018,2018-05-23,10:01:00,10:11:00,Elizabeth Oswald,1,0-2.5 Min,Singing,50 - 100 Meters,False,Undetermined,Northern Cardinal,Cardinalis Cardinalis,179124.0,94228.0,Noca,False,False,26.1000003814697,61.2000007629395,Clear Or Few Clouds,Light Breeze (4-7 Mph) Wind Felt On Face,Slight Effect On Count,True,Forest,,
